sample_id,mode,payload_bytes,energy_mj,airtime_ms
ES-0000582,SingleChannel,20,23.566,36.25
ES-0000583,SingleChannel,21,24.702,35.74
ES-0000584,SingleChannel,22,22.223,35.63
ES-0000585,SingleChannel,18,22.836,34.76
ES-0000586,SingleChannel,21,23.293,37.05
ES-0000587,SingleChannel,22,24.257,34.74
ES-0000588,SingleChannel,20,25.243,36.59
ES-0000589,SingleChannel,22,24.711,36.56
ES-0000590,SingleChannel,22,23.982,34.53
ES-0000591,SingleChannel,19,23.089,33.37
ES-0000592,SingleChannel,21,24.655,37.18
ES-0000593,SingleChannel,21,23.756,34.69
ES-0000594,SingleChannel,19,23.102,36.01
ES-0000595,SingleChannel,19,23.616,36.31
ES-0000596,SingleChannel,20,25.712,38.92
ES-0000597,SingleChannel,20,23.8,36.35
ES-0000598,SingleChannel,20,26.095,34.76
ES-0000599,SingleChannel,22,23.54,35.59
ES-0000600,SingleChannel,19,22.799,33.53
ES-0000601,SingleChannel,18,25.295,36.85
ES-0000602,SingleChannel,20,23.844,36.62
ES-0000603,SingleChannel,21,24.664,36.48
ES-0000604,SingleChannel,22,23.821,38.23
ES-0000605,SingleChannel,21,24.744,34.32
ES-0000606,SingleChannel,19,23.811,36.92
ES-0000607,SingleChannel,18,24.579,38.36
ES-0000608,SingleChannel,18,23.14,34.98
ES-0000609,SingleChannel,20,24.466,34.34
ES-0000610,SingleChannel,19,24.481,36.46
ES-0000611,SingleChannel,18,23.448,35.87
ES-0000612,SingleChannel,20,25.424,38.09
ES-0000613,SingleChannel,21,23.948,35.79
ES-0000614,SingleChannel,19,23.748,36.58
ES-0000615,SingleChannel,21,23.974,36.59
ES-0000616,SingleChannel,19,25.007,34.44
ES-0000617,SingleChannel,23,25.058,37.03
ES-0000618,SingleChannel,21,24.977,37.29
ES-0000619,SingleChannel,22,24.023,37.02
ES-0000620,SingleChannel,21,23.99,36.25
ES-0000621,SingleChannel,19,24.614,36.08
ES-0000622,SingleChannel,22,24.338,35.1
ES-0000623,SingleChannel,21,24.254,39.16
ES-0000624,SingleChannel,23,25.484,34.46
ES-0000625,SingleChannel,20,24.523,37.22
ES-0000626,SingleChannel,20,24.664,38.08
ES-0000627,SingleChannel,23,24.154,34.91
ES-0000628,SingleChannel,19,23.777,38.64
ES-0000629,SingleChannel,21,26.16,38.26
ES-0000630,SingleChannel,22,23.258,36.27
ES-0000631,SingleChannel,21,24.507,35.88
ES-0000632,SingleChannel,23,23.643,33.11
ES-0000633,SingleChannel,19,25.206,35.39
ES-0000634,SingleChannel,20,23.418,33.44
ES-0000635,SingleChannel,21,24.499,35.98
ES-0000636,SingleChannel,20,24.15,37.45
ES-0000637,SingleChannel,23,24.243,37.39
ES-0000638,SingleChannel,21,23.76,35.32
ES-0000639,SingleChannel,20,24.341,33.46
ES-0000640,SingleChannel,22,22.5,35.52
ES-0000641,SingleChannel,21,24.82,36.29
ES-0000642,SingleChannel,22,23.285,38.13
ES-0000643,SingleChannel,18,24.579,38.04
ES-0000644,SingleChannel,18,24.823,37.12
ES-0000645,SingleChannel,23,23.816,36.24
ES-0000646,SingleChannel,21,23.424,35.48
ES-0000647,SingleChannel,20,25.09,35.7
ES-0000648,SingleChannel,20,24.051,36.41
ES-0000649,SingleChannel,18,23.605,36.27
ES-0000650,SingleChannel,20,25.289,34.71
ES-0000651,SingleChannel,22,24.844,36.71
ES-0000652,SingleChannel,19,23.272,39.86
ES-0000653,SingleChannel,18,23.604,36.75
ES-0000654,SingleChannel,18,24.247,36.59
ES-0000655,SingleChannel,18,23.499,35.25
ES-0000656,SingleChannel,21,25.359,34.76
ES-0000657,SingleChannel,18,24.646,37.78
ES-0000658,SingleChannel,20,24.475,38.45
ES-0000659,SingleChannel,18,23.684,34.03
ES-0000660,SingleChannel,20,25.186,36.49
ES-0000661,SingleChannel,23,22.882,36.45
ES-0000662,SingleChannel,22,22.603,37.11
ES-0000663,SingleChannel,20,23.641,35.46
ES-0000664,SingleChannel,22,24.892,35.51
ES-0000665,SingleChannel,22,23.634,35.7
ES-0000666,SingleChannel,18,24.088,35.22
ES-0000667,SingleChannel,19,24.924,36.46
ES-0000668,SingleChannel,21,23.808,34.18
ES-0000669,SingleChannel,22,23.318,35.79
ES-0000670,SingleChannel,23,24.799,36.98
ES-0000671,SingleChannel,18,23.739,37.76
ES-0000672,SingleChannel,20,24.268,35.57
ES-0000673,SingleChannel,20,25.391,37.99
ES-0000674,SingleChannel,21,24.311,35.89
ES-0000675,SingleChannel,19,22.21,37.91
ES-0000676,SingleChannel,18,24.35,36.22
ES-0000677,SingleChannel,19,22.708,38.58
ES-0000678,SingleChannel,21,24.524,37.19
ES-0000679,SingleChannel,22,24.494,38.81
ES-0000680,SingleChannel,22,23.546,37.48
ES-0000681,SingleChannel,20,23.623,36.84
ES-0000682,SingleChannel,19,24.005,37.92
ES-0000683,SingleChannel,18,25.057,36.31
ES-0000684,SingleChannel,22,24.049,36.21
ES-0000685,SingleChannel,19,23.465,37.15
ES-0000686,SingleChannel,20,25.524,34.46
ES-0000687,SingleChannel,22,23.363,34.74
ES-0000688,SingleChannel,21,26.146,35.24
ES-0000689,SingleChannel,19,24.897,37.17
ES-0000690,SingleChannel,19,25.254,36.04
ES-0000691,SingleChannel,18,24.359,35.82
ES-0000692,SingleChannel,21,22.814,36.07
ES-0000693,SingleChannel,18,26.021,38.02
ES-0000694,SingleChannel,18,23.945,35.22
ES-0000695,SingleChannel,23,24.562,33.92
ES-0000696,SingleChannel,20,24.291,36.51
ES-0000697,SingleChannel,19,22.603,34.06
ES-0000698,SingleChannel,20,23.117,36.52
ES-0000699,SingleChannel,21,26.048,36.76
ES-0000700,SingleChannel,21,24.373,33.75
ES-0000701,SingleChannel,21,24.612,35.66
ES-0000702,SingleChannel,21,24.311,36.89
ES-0000703,SingleChannel,18,25.281,34.3
ES-0000704,SingleChannel,20,24.102,36.93
ES-0000705,SingleChannel,20,23.804,36.19
ES-0000706,SingleChannel,18,25.151,36.87
ES-0000707,SingleChannel,22,24.742,35.26
ES-0000708,SingleChannel,19,25.538,34.89
ES-0000709,SingleChannel,23,25.906,35.62
ES-0000710,SingleChannel,23,25.348,36.19
ES-0000711,SingleChannel,19,24.398,37.64
ES-0000712,SingleChannel,20,24.182,36.45
ES-0000713,SingleChannel,22,24.63,37.35
ES-0000714,SingleChannel,18,23.929,36.25
ES-0000715,SingleChannel,19,24.573,37.11
ES-0000716,SingleChannel,22,24.3,36.02
ES-0000717,SingleChannel,21,24.186,35.88
ES-0000718,SingleChannel,23,23.849,35.66
ES-0000719,SingleChannel,22,24.601,36.2
ES-0000720,SingleChannel,20,24.725,35.73
ES-0000721,SingleChannel,22,24.19,36.88
ES-0000722,SingleChannel,23,23.583,35.4
ES-0000723,SingleChannel,19,24.427,35.68
ES-0000724,SingleChannel,23,24.505,34.97
ES-0000725,SingleChannel,19,23.381,36.42
ES-0000726,SingleChannel,22,24.184,34.68
ES-0000727,SingleChannel,21,24.848,35.29
ES-0000728,SingleChannel,22,24.314,38.19
ES-0000729,SingleChannel,20,24.271,37.48
ES-0000730,SingleChannel,19,22.166,36.0
ES-0000731,SingleChannel,21,25.308,36.35
ES-0000732,SingleChannel,23,23.054,36.03
ES-0000733,SingleChannel,19,24.717,35.61
ES-0000734,SingleChannel,22,24.398,36.2
ES-0000735,SingleChannel,18,23.954,36.52
ES-0000736,SingleChannel,21,24.095,35.79
ES-0000737,SingleChannel,22,22.753,35.1
ES-0000738,SingleChannel,22,24.737,34.1
ES-0000739,SingleChannel,18,23.769,35.8
ES-0000740,SingleChannel,21,24.849,36.05
ES-0000741,SingleChannel,18,24.493,35.85
ES-0000742,SingleChannel,22,24.544,35.23
ES-0000743,SingleChannel,22,24.064,35.52
ES-0000744,SingleChannel,19,23.689,36.29
ES-0000745,SingleChannel,22,24.58,35.89
ES-0000746,SingleChannel,19,23.631,36.14
ES-0000747,SingleChannel,21,24.636,36.9
ES-0000748,SingleChannel,18,23.364,35.74
ES-0000749,SingleChannel,21,22.649,35.96
ES-0000750,SingleChannel,21,24.481,37.39
ES-0000751,SingleChannel,20,23.35,36.63
ES-0000752,SingleChannel,21,24.843,37.77
ES-0000753,SingleChannel,19,23.942,35.31
ES-0000754,SingleChannel,23,24.737,35.23
ES-0000755,SingleChannel,20,24.714,35.18
ES-0000756,SingleChannel,22,23.639,36.44
ES-0000757,SingleChannel,22,23.899,35.48
ES-0000758,SingleChannel,23,24.766,37.77
ES-0000759,SingleChannel,18,23.735,35.06
ES-0000760,SingleChannel,22,25.628,35.02
ES-0000761,SingleChannel,21,24.4,35.95
ES-0000762,SingleChannel,21,24.105,35.45
ES-0000763,SingleChannel,22,24.792,34.57
ES-0000764,SingleChannel,19,23.845,34.75
ES-0000765,SingleChannel,20,24.12,36.41
ES-0000766,SingleChannel,21,23.376,36.88
ES-0000767,SingleChannel,23,24.788,35.72
ES-0000768,SingleChannel,21,24.8,35.48
ES-0000769,SingleChannel,18,24.583,37.55
ES-0000770,SingleChannel,20,24.524,37.18
ES-0000771,SingleChannel,23,25.353,35.24
ES-0000772,SingleChannel,20,23.804,35.05
ES-0000773,SingleChannel,22,23.431,36.17
ES-0000774,SingleChannel,23,24.932,37.2
ES-0000775,SingleChannel,20,26.462,36.03
ES-0000776,SingleChannel,20,25.348,38.35
ES-0000777,SingleChannel,21,23.196,38.6
ES-0000778,SingleChannel,19,24.094,34.62
ES-0000779,SingleChannel,20,24.276,38.47
ES-0000780,SingleChannel,21,24.659,35.17
ES-0000781,SingleChannel,19,25.161,35.24
ES-0000782,SingleChannel,18,23.911,35.44
ES-0000783,SingleChannel,21,24.979,38.17
ES-0000784,SingleChannel,22,24.335,35.83
ES-0000785,SingleChannel,19,24.218,36.55
ES-0000786,SingleChannel,21,22.792,37.51
ES-0000787,SingleChannel,20,22.001,36.43
ES-0000788,SingleChannel,23,25.012,36.04
ES-0000789,SingleChannel,18,23.679,35.62
ES-0000790,SingleChannel,23,24.822,38.69
ES-0000791,SingleChannel,22,23.002,34.77
ES-0000792,SingleChannel,22,23.197,35.23
ES-0000793,SingleChannel,23,22.443,33.56
ES-0000794,SingleChannel,22,23.358,36.71
ES-0000795,SingleChannel,22,25.697,35.27
ES-0000796,SingleChannel,23,23.821,38.39
ES-0000797,SingleChannel,21,22.995,33.92
ES-0000798,SingleChannel,21,24.01,34.36
ES-0000799,SingleChannel,21,23.054,36.1
ES-0000800,SingleChannel,22,23.069,34.58
ES-0000801,SingleChannel,22,23.249,34.47
ES-0000802,SingleChannel,19,24.472,35.05
ES-0000803,SingleChannel,21,24.835,37.52
ES-0000804,SingleChannel,19,23.982,34.54
ES-0000805,SingleChannel,21,24.386,36.05
ES-0000806,SingleChannel,20,25.475,36.13
ES-0000807,SingleChannel,20,24.794,37.63
ES-0000808,SingleChannel,21,23.42,35.46
ES-0000809,SingleChannel,18,23.233,33.55
ES-0000810,SingleChannel,19,25.101,36.32
ES-0000811,SingleChannel,22,24.639,34.6
ES-0000812,SingleChannel,20,24.179,36.0
ES-0000813,SingleChannel,21,22.424,34.83
ES-0000814,SingleChannel,21,25.158,36.29
ES-0000815,SingleChannel,20,24.537,35.43
ES-0000816,SingleChannel,18,25.281,36.95
ES-0000817,SingleChannel,18,24.369,34.44
ES-0000818,SingleChannel,19,23.75,35.49
ES-0000819,SingleChannel,23,24.394,36.56
ES-0000820,SingleChannel,18,25.333,36.03
ES-0000821,SingleChannel,23,25.789,35.7
ES-0000822,SingleChannel,20,24.715,38.27
ES-0000823,SingleChannel,18,24.593,33.99
ES-0000824,SingleChannel,19,24.552,36.46
ES-0000825,SingleChannel,22,23.466,34.74
ES-0000826,SingleChannel,22,23.544,36.03
ES-0000827,SingleChannel,19,25.452,37.28
ES-0000828,SingleChannel,21,24.527,35.68
ES-0000829,SingleChannel,22,24.172,36.07
ES-0000830,SingleChannel,21,24.246,36.24
ES-0000831,SingleChannel,20,25.224,36.91
ES-0000832,SingleChannel,21,23.453,35.49
ES-0000833,SingleChannel,19,22.668,34.55
ES-0000834,SingleChannel,21,23.512,37.45
ES-0000835,SingleChannel,22,23.24,36.87
ES-0000836,SingleChannel,21,25.222,34.02
ES-0000837,SingleChannel,21,22.969,35.68
ES-0000838,SingleChannel,22,24.346,36.54
ES-0000839,SingleChannel,23,24.13,35.93
ES-0000840,SingleChannel,22,23.781,37.25
ES-0000841,SingleChannel,19,24.426,37.14
ES-0000842,SingleChannel,22,23.66,37.98
ES-0000843,SingleChannel,19,22.282,35.85
ES-0000844,SingleChannel,22,24.157,35.39
ES-0000845,SingleChannel,19,23.104,37.43
ES-0000846,SingleChannel,23,25.5,36.89
ES-0000847,SingleChannel,19,24.351,37.59
ES-0000848,SingleChannel,21,24.918,35.78
ES-0000849,SingleChannel,20,25.781,35.5
ES-0000850,SingleChannel,19,24.095,34.34
ES-0000851,SingleChannel,18,24.242,37.79
ES-0000852,SingleChannel,23,22.608,37.24
ES-0000853,SingleChannel,18,23.664,37.47
ES-0000854,SingleChannel,18,24.507,37.37
ES-0000855,SingleChannel,21,24.832,35.38
ES-0000856,SingleChannel,21,24.43,36.44
ES-0000857,SingleChannel,23,24.418,34.45
ES-0000858,SingleChannel,22,24.652,35.76
ES-0000859,SingleChannel,18,25.237,36.7
ES-0000860,SingleChannel,18,23.684,37.62
ES-0000861,SingleChannel,20,23.823,34.42
ES-0000862,SingleChannel,22,24.883,36.71
ES-0000863,SingleChannel,20,24.086,36.64
ES-0000864,SingleChannel,23,22.834,36.25
ES-0000865,SingleChannel,18,23.485,36.37
ES-0000866,SingleChannel,18,23.881,35.36
ES-0000867,SingleChannel,19,23.112,35.8
ES-0000868,SingleChannel,23,22.838,36.74
ES-0000869,SingleChannel,18,24.79,35.98
ES-0000870,SingleChannel,21,24.266,37.33
ES-0000871,SingleChannel,21,23.514,37.43
ES-0000872,SingleChannel,19,23.597,34.81
ES-0000873,SingleChannel,19,24.967,36.37
ES-0000874,SingleChannel,20,22.143,34.91
ES-0000875,SingleChannel,23,22.939,35.57
ES-0000876,SingleChannel,21,24.995,37.2
ES-0000877,SingleChannel,19,23.657,36.45
ES-0000878,SingleChannel,19,23.806,36.93
ES-0000879,SingleChannel,18,23.663,33.5
ES-0000880,SingleChannel,20,23.332,36.17
ES-0000881,SingleChannel,21,23.293,37.16
ES-0000882,SingleChannel,19,24.575,35.27
ES-0000883,SingleChannel,22,23.149,38.99
ES-0000884,SingleChannel,18,24.871,36.51
ES-0000885,SingleChannel,21,23.971,33.79
ES-0000886,SingleChannel,23,24.917,38.63
ES-0000887,SingleChannel,21,23.422,37.92
ES-0000888,SingleChannel,21,24.374,35.48
ES-0000889,SingleChannel,20,25.208,35.86
ES-0000890,SingleChannel,23,24.062,35.69
ES-0000891,SingleChannel,19,25.567,34.61
ES-0000892,SingleChannel,23,25.745,36.36
ES-0000893,SingleChannel,20,23.36,35.4
ES-0000894,SingleChannel,20,24.615,35.31
ES-0000895,SingleChannel,22,25.266,36.97
ES-0000896,SingleChannel,23,22.491,37.26
ES-0000897,SingleChannel,18,23.802,35.82
ES-0000898,SingleChannel,20,23.229,35.51
ES-0000899,SingleChannel,23,24.646,34.36
ES-0000900,SingleChannel,22,23.626,36.57
ES-0000901,SingleChannel,20,24.05,38.05
ES-0000902,SingleChannel,21,23.646,36.57
ES-0000903,SingleChannel,18,24.302,34.84
ES-0000904,SingleChannel,23,24.42,37.06
ES-0000905,SingleChannel,21,24.58,35.43
ES-0000906,SingleChannel,18,26.016,35.76
ES-0000907,SingleChannel,22,24.267,35.6
ES-0000908,SingleChannel,18,25.676,35.3
ES-0000909,SingleChannel,21,24.732,35.72
ES-0000910,SingleChannel,22,23.513,35.93
ES-0000911,SingleChannel,23,22.485,35.18
ES-0000912,SingleChannel,20,23.899,37.83
ES-0000913,SingleChannel,22,24.495,33.63
ES-0000914,SingleChannel,22,23.66,37.94
ES-0000915,SingleChannel,18,23.012,34.74
ES-0000916,SingleChannel,23,25.592,35.93
ES-0000917,SingleChannel,21,23.145,34.94
ES-0000918,SingleChannel,18,24.211,34.73
ES-0000919,SingleChannel,20,23.906,36.6
ES-0000920,SingleChannel,23,24.015,35.6
ES-0000921,SingleChannel,23,24.552,34.22
ES-0000922,SingleChannel,18,23.764,36.5
ES-0000923,SingleChannel,22,24.267,36.97
ES-0000924,SingleChannel,21,24.848,36.06
ES-0000925,SingleChannel,23,24.569,36.62
ES-0000926,SingleChannel,20,22.833,34.01
ES-0000927,SingleChannel,19,24.75,37.51
ES-0000928,SingleChannel,22,22.27,35.45
ES-0000929,SingleChannel,22,24.063,37.59
ES-0000930,SingleChannel,22,23.428,38.08
ES-0000931,SingleChannel,19,24.233,35.63
ES-0000932,SingleChannel,23,24.421,36.45
ES-0000933,SingleChannel,19,23.615,36.13
ES-0000934,SingleChannel,22,23.635,36.32
ES-0000935,SingleChannel,20,25.073,34.96
ES-0000936,SingleChannel,18,24.589,37.09
ES-0000937,SingleChannel,19,23.021,39.4
ES-0000938,SingleChannel,19,23.51,36.44
ES-0000939,SingleChannel,18,23.856,35.48
ES-0000940,SingleChannel,19,23.222,33.01
ES-0000941,SingleChannel,21,25.531,35.67
ES-0000942,SingleChannel,22,24.502,37.18
ES-0000943,SingleChannel,21,24.047,37.1
ES-0000944,SingleChannel,19,24.261,36.54
ES-0000945,SingleChannel,20,22.121,36.48
ES-0000946,SingleChannel,21,24.833,35.14
ES-0000947,SingleChannel,18,25.295,35.9
ES-0000948,SingleChannel,22,22.763,34.63
ES-0000949,SingleChannel,23,24.617,34.5
ES-0000950,SingleChannel,19,23.024,34.34
ES-0000951,SingleChannel,23,24.515,35.0
ES-0000952,SingleChannel,20,23.926,35.37
ES-0000953,SingleChannel,19,24.503,36.55
ES-0000954,SingleChannel,18,24.239,36.76
ES-0000955,SingleChannel,22,24.475,37.11
ES-0000956,SingleChannel,20,24.556,35.72
ES-0000957,SingleChannel,21,25.792,37.28
ES-0000958,SingleChannel,18,23.655,35.66
ES-0000959,SingleChannel,22,24.424,37.99
ES-0000960,SingleChannel,20,24.839,35.36
ES-0000961,SingleChannel,20,23.851,38.01
ES-0000962,SingleChannel,21,24.108,36.61
ES-0000963,SingleChannel,20,23.95,36.12
ES-0000964,SingleChannel,19,24.927,35.06
ES-0000965,SingleChannel,23,24.023,36.17
ES-0000966,SingleChannel,22,24.12,35.79
ES-0000967,SingleChannel,21,23.014,34.05
ES-0000968,SingleChannel,23,24.828,38.41
ES-0000969,SingleChannel,18,24.415,35.92
ES-0000970,SingleChannel,22,24.409,35.43
ES-0000971,SingleChannel,19,23.51,35.9
ES-0000972,SingleChannel,23,24.394,35.61
ES-0000973,SingleChannel,19,26.109,36.77
ES-0000974,SingleChannel,18,22.785,37.01
ES-0000975,SingleChannel,23,24.758,36.79
ES-0000976,SingleChannel,19,24.478,36.03
ES-0000977,SingleChannel,22,23.933,36.45
ES-0000978,SingleChannel,23,26.63,35.51
ES-0000979,SingleChannel,22,25.823,35.98
ES-0000980,SingleChannel,20,25.039,35.54
ES-0000981,SingleChannel,22,24.639,36.56
ES-0000982,SingleChannel,18,23.457,36.69
ES-0000983,SingleChannel,20,25.213,34.69
ES-0000984,SingleChannel,23,24.759,36.28
ES-0000985,SingleChannel,20,24.815,35.05
ES-0000986,SingleChannel,20,23.738,36.36
ES-0000987,SingleChannel,23,23.132,35.2
ES-0000988,SingleChannel,19,23.369,34.76
ES-0000989,SingleChannel,20,24.839,34.01
ES-0000990,SingleChannel,22,22.501,36.17
ES-0000991,SingleChannel,23,24.763,35.13
ES-0000992,SingleChannel,18,24.514,35.58
ES-0000993,SingleChannel,22,24.661,35.42
ES-0000994,SingleChannel,20,22.918,35.55
ES-0000995,SingleChannel,18,23.775,36.7
ES-0000996,SingleChannel,19,24.423,35.7
ES-0000997,SingleChannel,18,23.502,35.96
ES-0000998,SingleChannel,22,22.74,37.73
ES-0000999,SingleChannel,20,23.923,38.4
ES-0001000,SingleChannel,20,24.396,36.87
ES-0001001,SingleChannel,23,22.808,37.88
ES-0001002,SingleChannel,22,23.992,35.59
ES-0001003,SingleChannel,19,25.126,35.63
ES-0001004,SingleChannel,18,24.289,36.76
ES-0001005,SingleChannel,21,24.491,37.08
ES-0001006,SingleChannel,19,23.992,36.59
ES-0001007,SingleChannel,23,24.921,37.06
ES-0001008,SingleChannel,21,23.614,36.73
ES-0001009,SingleChannel,21,23.771,34.09
ES-0001010,SingleChannel,18,24.6,37.18
ES-0001011,SingleChannel,21,25.292,36.02
ES-0001012,SingleChannel,18,24.1,35.13
ES-0001013,SingleChannel,19,24.445,36.04
ES-0001014,SingleChannel,20,22.444,35.96
ES-0001015,SingleChannel,20,24.907,36.32
ES-0001016,SingleChannel,22,25.086,36.71
ES-0001017,SingleChannel,19,24.203,35.44
ES-0001018,SingleChannel,19,24.611,35.45
ES-0001019,SingleChannel,18,24.631,37.83
ES-0001020,SingleChannel,18,23.109,36.47
ES-0001021,SingleChannel,20,23.118,34.57
ES-0001022,SingleChannel,22,23.385,35.39
ES-0001023,SingleChannel,18,25.077,35.87
ES-0001024,SingleChannel,23,24.764,36.08
ES-0001025,SingleChannel,19,25.68,35.1
ES-0001026,SingleChannel,19,23.709,36.33
ES-0001027,SingleChannel,20,25.02,36.74
ES-0001028,SingleChannel,21,22.344,37.98
ES-0001029,SingleChannel,22,24.283,35.37
ES-0001030,SingleChannel,20,23.324,35.9
ES-0001031,SingleChannel,21,26.449,34.84
ES-0001032,SingleChannel,21,25.088,33.91
ES-0001033,SingleChannel,22,23.996,37.95
ES-0001034,SingleChannel,18,24.382,37.16
ES-0001035,SingleChannel,20,24.988,36.55
ES-0001036,SingleChannel,18,23.98,35.56
ES-0001037,SingleChannel,19,25.53,35.83
ES-0001038,SingleChannel,20,24.011,36.26
ES-0001039,SingleChannel,19,25.393,37.45
ES-0001040,SingleChannel,20,24.596,36.22
ES-0001041,SingleChannel,19,24.786,34.97
ES-0001042,SingleChannel,21,23.786,36.66
ES-0001043,SingleChannel,20,24.521,37.36
ES-0001044,SingleChannel,20,24.63,34.13
ES-0001045,SingleChannel,21,23.528,38.73
ES-0001046,SingleChannel,23,24.756,36.53
ES-0001047,SingleChannel,18,23.877,37.76
ES-0001048,SingleChannel,23,22.496,36.13
ES-0001049,SingleChannel,18,24.503,36.05
ES-0001050,SingleChannel,23,23.978,39.03
ES-0001051,SingleChannel,23,25.68,35.97
ES-0001052,SingleChannel,18,24.067,37.64
ES-0001053,SingleChannel,18,24.088,37.22
ES-0001054,SingleChannel,23,24.126,36.67
ES-0001055,SingleChannel,19,22.993,35.79
ES-0001056,SingleChannel,18,22.517,36.23
ES-0001057,SingleChannel,19,25.62,35.94
ES-0001058,SingleChannel,21,24.781,36.33
ES-0001059,SingleChannel,18,24.448,36.43
ES-0001060,SingleChannel,23,24.324,36.84
ES-0001061,SingleChannel,18,23.25,37.46
ES-0001062,SingleChannel,20,23.325,37.43
ES-0001063,SingleChannel,21,24.157,35.95
ES-0001064,SingleChannel,20,24.62,35.04
ES-0001065,SingleChannel,20,23.628,36.78
ES-0001066,SingleChannel,21,24.259,36.72
ES-0001067,SingleChannel,23,24.972,36.71
ES-0001068,SingleChannel,21,24.368,37.9
ES-0001069,SingleChannel,20,23.829,35.13
ES-0001070,SingleChannel,21,24.009,35.42
ES-0001071,SingleChannel,19,23.454,35.55
ES-0001072,SingleChannel,23,24.737,37.5
ES-0001073,SingleChannel,21,23.746,35.67
ES-0001074,SingleChannel,18,23.76,35.37
ES-0001075,SingleChannel,19,24.119,35.87
ES-0001076,SingleChannel,18,24.594,36.74
ES-0001077,SingleChannel,22,23.031,38.46
ES-0001078,SingleChannel,22,23.345,37.02
ES-0001079,SingleChannel,19,23.848,37.64
ES-0001080,SingleChannel,19,24.257,36.27
ES-0001081,SingleChannel,23,24.278,37.63
ES-0001082,SingleChannel,18,23.401,37.15
ES-0001083,SingleChannel,23,23.838,36.48
ES-0001084,SingleChannel,21,23.034,36.79
ES-0001085,SingleChannel,20,24.24,34.27
ES-0001086,SingleChannel,18,24.075,35.76
ES-0001087,SingleChannel,19,23.436,37.3
ES-0001088,SingleChannel,19,24.258,38.27
ES-0001089,SingleChannel,18,25.07,35.44
ES-0001090,SingleChannel,19,25.744,34.91
ES-0001091,SingleChannel,21,24.737,36.8
ES-0001092,SingleChannel,21,24.61,33.89
ES-0001093,SingleChannel,21,24.791,35.93
ES-0001094,SingleChannel,18,23.787,36.47
ES-0001095,SingleChannel,20,23.927,35.96
ES-0001096,SingleChannel,21,23.144,37.08
ES-0001097,SingleChannel,20,24.356,36.58
ES-0001098,SingleChannel,20,23.489,38.18
ES-0001099,SingleChannel,19,23.26,36.79
ES-0001100,SingleChannel,20,22.962,36.46
ES-0001101,SingleChannel,19,25.494,35.82
ES-0001102,SingleChannel,21,24.788,37.88
ES-0001103,SingleChannel,19,24.007,37.05
ES-0001104,SingleChannel,19,24.645,36.8
ES-0001105,SingleChannel,21,24.429,35.86
ES-0001106,SingleChannel,18,24.072,38.14
ES-0001107,SingleChannel,22,25.887,33.95
ES-0001108,SingleChannel,19,24.94,35.78
ES-0001109,SingleChannel,18,23.381,37.88
ES-0001110,SingleChannel,21,24.549,36.07
ES-0001111,SingleChannel,22,23.711,34.71
ES-0001112,SingleChannel,20,22.376,35.68
ES-0001113,SingleChannel,20,24.374,35.16
ES-0001114,SingleChannel,22,23.843,37.17
ES-0001115,SingleChannel,22,24.108,36.36
ES-0001116,SingleChannel,22,23.662,34.66
ES-0001117,SingleChannel,19,22.548,33.54
ES-0001118,SingleChannel,21,22.625,34.4
ES-0001119,SingleChannel,23,24.071,36.87
ES-0001120,SingleChannel,19,24.642,37.69
ES-0001121,SingleChannel,20,23.925,33.32
ES-0001122,SingleChannel,18,24.035,36.49
ES-0001123,SingleChannel,20,23.987,36.52
ES-0001124,SingleChannel,22,23.741,35.69
ES-0001125,SingleChannel,21,22.951,33.44
ES-0001126,SingleChannel,18,24.157,36.84
ES-0001127,SingleChannel,22,25.031,34.4
ES-0001128,SingleChannel,19,22.681,35.32
ES-0001129,SingleChannel,21,24.97,37.97
ES-0001130,SingleChannel,22,24.45,35.1
ES-0001131,SingleChannel,20,24.997,36.93
ES-0001132,SingleChannel,19,24.682,36.31
ES-0001133,SingleChannel,21,23.423,37.33
ES-0001134,SingleChannel,20,22.467,34.4
ES-0001135,SingleChannel,23,24.992,35.58
ES-0001136,SingleChannel,18,24.618,36.55
ES-0001137,SingleChannel,20,23.425,37.25
ES-0001138,SingleChannel,22,23.741,34.72
ES-0001139,SingleChannel,22,24.06,34.54
ES-0001140,SingleChannel,22,23.697,38.25
ES-0001141,SingleChannel,22,24.085,36.71
ES-0001142,SingleChannel,23,22.932,34.13
ES-0001143,SingleChannel,22,23.797,37.56
ES-0001144,SingleChannel,21,24.46,35.55
ES-0001145,SingleChannel,21,24.244,36.42
ES-0001146,SingleChannel,22,23.865,36.08
ES-0001147,SingleChannel,18,25.317,36.65
ES-0001148,SingleChannel,19,24.242,34.15
ES-0001149,SingleChannel,19,23.518,37.39
ES-0001150,SingleChannel,20,24.327,36.59
ES-0001151,SingleChannel,21,26.588,33.65
ES-0001152,SingleChannel,18,24.386,35.3
ES-0001153,SingleChannel,20,25.418,37.54
ES-0001154,SingleChannel,21,24.746,37.89
ES-0001155,SingleChannel,20,24.185,36.24
ES-0001156,SingleChannel,18,25.095,37.52
ES-0001157,SingleChannel,20,24.166,36.81
ES-0001158,SingleChannel,18,25.541,35.19
ES-0001159,SingleChannel,23,25.645,34.29
ES-0001160,SingleChannel,21,24.115,35.72
ES-0001161,SingleChannel,18,22.794,35.56
ES-0001162,SingleChannel,19,22.811,37.51
ES-0001163,SingleChannel,18,25.057,38.56
