category,doi,status,title,authors,year,venue,publisher,type,cited_by,sources,doi_url,oa_pdf_url,downloaded,file
"cited_reference","10.3390/ijerph16203847","verified","Disruptive Technologies for Environment and Health Research: An Overview of Artificial Intelligence, Blockchain, and Internet of Things","Frederico M. Bublitz; Arlene Oetomo; Kirti S. Sahu; Amethyst Kuang; Laura X. Fadrique; Pedro E. Velmovitsky; Raphael M. Nobrega; Plinio P. Morita","2019","International Journal of Environmental Research and Public Health","MDPI AG","journal-article","132","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.3390/ijerph16203847","https://www.mdpi.com/1660-4601/16/20/3847/pdf?version=1570798034","yes","papers/Disruptive_Technologies_for_Environment_and_Health_Research_An_Overview_of_Artificial_Intelligence_Blockchain_.pdf"
"cited_reference","10.3390/jrfm17030128","verified","Segmenting Bitcoin Transactions for Price Movement Prediction","Yuxin Zhang; Rajiv Garg; Linda L. Golden; Patrick L. Brockett; Ajit Sharma","2024","Journal of Risk and Financial Management","MDPI AG","journal-article","6","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.3390/jrfm17030128","https://www.mdpi.com/1911-8074/17/3/128/pdf?version=1711016678","yes","papers/Segmenting_Bitcoin_Transactions_for_Price_Movement_Prediction.pdf"
"cited_reference","10.3390/math12243883","verified","Certificateless Provable Data Possession Scheme for Cloud-Based Electronic Health Records System","Yujie Wu; Xiao Tan; Qi Xie","2024","Mathematics","MDPI AG","journal-article","2","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.3390/math12243883","https://www.mdpi.com/2227-7390/12/24/3883/pdf?version=1733834204","yes","papers/Certificateless_Provable_Data_Possession_Scheme_for_Cloud_Based_Electronic_Health_Records_System.pdf"
"cited_reference","10.3390/s18041057","verified","Design of Dual-Mode Local Oscillators Using CMOS Technology for Motion Detection Sensors","Keum-Won Ha; Jeong-Yun Lee; Jeong-Geun Kim; Donghyun Baek","2018","Sensors","MDPI AG","journal-article","6","paper version 1 to upload for report | project with reviewers updates ok ok (1)","https://doi.org/10.3390/s18041057","https://www.mdpi.com/1424-8220/18/4/1057/pdf?version=1525346642","yes","papers/Design_of_Dual_Mode_Local_Oscillators_Using_CMOS_Technology_for_Motion_Detection_Sensors.pdf"
"cited_reference","10.3390/s18113995","verified","A Survey of LoRaWAN for IoT: From Technology to Application","Jetmir Haxhibeqiri; Eli De Poorter; Ingrid Moerman; Jeroen Hoebeke","2018","Sensors","MDPI AG","journal-article","543","project with reviewers updates ok ok (1)","https://doi.org/10.3390/s18113995","https://www.mdpi.com/1424-8220/18/11/3995/pdf?version=1542362844","yes","papers/A_Survey_of_LoRaWAN_for_IoT_From_Technology_to_Application.pdf"
"cited_reference","10.3390/s18124268","verified","Hybrid Blockchain and Internet-of-Things Network for Underground Structure Health Monitoring","Byung Wan Jo; Rana Muhammad Asad Khan; Yun-Sung Lee","2018","Sensors","MDPI AG","journal-article","104","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.3390/s18124268","https://www.mdpi.com/1424-8220/18/12/4268/pdf?version=1543929551","yes","papers/Hybrid_Blockchain_and_Internet_of_Things_Network_for_Underground_Structure_Health_Monitoring.pdf"
"cited_reference","10.3390/s19153319","verified","Enabling the Internet of Mobile Crowdsourcing Health Things: A Mobile Fog Computing, Blockchain and IoT Based Continuous Glucose Monitoring System for Diabetes Mellitus Research and Care","Tiago M. Fernández-Caramés; Iván Froiz-Míguez; Oscar Blanco-Novoa; Paula Fraga-Lamas","2019","Sensors","MDPI AG","journal-article","115","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.3390/s19153319","","no",""
"cited_reference","10.3390/s21041209","verified","Natural Frequencies Identification by FEM Applied to a 2-DOF Planar Robot and Its Validation Using MUSIC Algorithm","Salvador Martínez-Cruz; Juan P. Amézquita-Sánchez; Gerardo I. Pérez-Soto; Jesús R. Rivera-Guillén; Luis A. Morales-Hernández; Karla A. Camarillo-Gómez","2021","Sensors","MDPI AG","journal-article","3","paper version 1 to upload for report | project with reviewers updates ok ok (1)","https://doi.org/10.3390/s21041209","https://www.mdpi.com/1424-8220/21/4/1209/pdf?version=1612866530","yes","papers/Natural_Frequencies_Identification_by_FEM_Applied_to_a_2_DOF_Planar_Robot_and_Its_Validation_Using_MUSIC_Algor.pdf"
"cited_reference","10.3390/s22134868","verified","Experimental Performance Analysis of a Scalable Distributed Hyperledger Fabric for a Large-Scale IoT Testbed","Houshyar Honar Pajooh; Mohammad A. Rashid; Fakhrul Alam; Serge Demidenko","2022","Sensors","MDPI AG","journal-article","38","project with reviewers updates ok ok (1)","https://doi.org/10.3390/s22134868","https://www.mdpi.com/1424-8220/22/13/4868/pdf?version=1656401842","yes","papers/Experimental_Performance_Analysis_of_a_Scalable_Distributed_Hyperledger_Fabric_for_a_Large_Scale_IoT_Testbed.pdf"
"cited_reference","10.3390/s22205981","not_resolved","","","","","","","","paper version 1 to upload for report | project with reviewers updates ok ok (1)","https://doi.org/10.3390/s22205981","","no",""
"cited_reference","10.3390/s23115342","verified","The Role of Blockchain Technology in Promoting Traceability Systems in Agri-Food Production and Supply Chains","Techane Bosona; Girma Gebresenbet","2023","Sensors","MDPI AG","journal-article","144","project with reviewers updates ok ok (1)","https://doi.org/10.3390/s23115342","https://www.mdpi.com/1424-8220/23/11/5342/pdf?version=1685951136","yes","papers/The_Role_of_Blockchain_Technology_in_Promoting_Traceability_Systems_in_Agri_Food_Production_and_Supply_Chains.pdf"
"cited_reference","10.3390/s23146332","verified","An Advanced Energy-Efficient Environmental Monitoring in Precision Agriculture Using LoRa-Based Wireless Sensor Networks","Višnja Križanović; Krešimir Grgić; Josip Spišić; Drago Žagar","2023","Sensors","MDPI AG","journal-article","16","project with reviewers updates ok ok (1)","https://doi.org/10.3390/s23146332","https://www.mdpi.com/1424-8220/23/14/6332/pdf?version=1689164215","yes","papers/An_Advanced_Energy_Efficient_Environmental_Monitoring_in_Precision_Agriculture_Using_LoRa_Based_Wireless_Senso.pdf"
"cited_reference","10.34218/ijaret.14.2.002","verified","Blockchain Layer 2 Rollups, Optimistic vs zero knowledge","Ohm Patel","2023","INTERNATIONAL JOURNAL OF ADVANCED RESEARCH IN ENGINEERING AND TECHNOLOGY","IAEME Publication Chennai","journal-article","2","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.34218/ijaret.14.2.002","https://doi.org/10.34218/ijaret.14.2.002","yes","papers/Blockchain_Layer_2_Rollups_Optimistic_vs_zero_knowledge.pdf"
"cited_reference","10.4172/2157-7420.1000276","verified","Blockchain Applications and Use Cases in Health Information Technology","David Randall; Pradeep Goel; Ramzi Abujamra","2017","Journal of Health &amp; Medical Informatics","OMICS Publishing Group","journal-article","50","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.4172/2157-7420.1000276","","no",""
"cited_reference","10.48047/2wnc","malformed_or_incomplete","","","","","","","","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.48047/2wnc","","no",""
"cited_reference","10.5281/zenodo.14275084","not_resolved","","","","","","","","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.5281/zenodo.14275084","","no",""
"cited_reference","10.54105/ijcns.a1426.04010524","verified","Security of the Secp256k1 Elliptic Curve used in the Bitcoin Blockchain","; Dr. Kannan Balasubramanian","2024","Indian Journal of Cryptography and Network Security","Lattice Science Publication (LSP)","journal-article","7","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.54105/ijcns.a1426.04010524","https://www.ijcns.latticescipub.com/wp-content/uploads/papers/v4i1/A1426054124.pdf","yes","papers/Security_of_the_Secp256k1_Elliptic_Curve_used_in_the_Bitcoin_Blockchain.pdf"
"cited_reference","10.54254/2753-8818/9/20240711","verified","Research and application of Chinese remainder theorem","Qinnan Luo","2023","Theoretical and Natural Science","EWA Publishing","journal-article","1","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.54254/2753-8818/9/20240711","https://www.ewadirect.com/proceedings/tns/article/view/6329/pdf","yes","papers/Research_and_application_of_Chinese_remainder_theorem.pdf"
"recent_related","10.3390/su16051790","verified_openalex","AI-Powered Innovation in Digital Transformation: Key Pillars and Industry Impact","Abdulaziz Aldoseri; Khalifa N. Al‐Khalifa; A.M.S. Hamouda","2024","Sustainability","","article","235","Recommended via topic search: blockchain scalability parallel transaction execution","https://doi.org/10.3390/su16051790","https://www.mdpi.com/2071-1050/16/5/1790/pdf?version=1708581624","yes","papers/AI_Powered_Innovation_in_Digital_Transformation_Key_Pillars_and_Industry_Impact.pdf"
"recent_related","10.1109/access.2024.3355547","verified_openalex","A Comprehensive Survey: Evaluating the Efficiency of Artificial Intelligence and Machine Learning Techniques on Cyber Security Solutions","Merve Ozkan-Okay; Erdal Akin; Ömer Aslan; Selahattin Koşunalp; Teodor Iliev; Ivaylo Stoyanov; Ivan Beloev","2024","IEEE Access","","article","210","Recommended via topic search: blockchain scalability parallel transaction execution","https://doi.org/10.1109/access.2024.3355547","https://ieeexplore.ieee.org/ielx7/6287639/6514899/10403908.pdf","yes","papers/A_Comprehensive_Survey_Evaluating_the_Efficiency_of_Artificial_Intelligence_and_Machine_Learning_Techniques_on.pdf"
"recent_related","10.1016/j.heliyon.2024.e26503","verified_openalex","Digital twin: Data exploration, architecture, implementation and future","Md. Shezad Dihan; Anwar Islam Akash; Zinat Tasneem; Prangon Das; Sajal K. Das; Md. Robiul Islam; Md. Manirul Islam; Faisal R. Badal; Md. Firoj Ali; Md. Hafiz Ahamed; Sarafat Hussain Abhi; Subrata K. Sarker; Md. Mehedi Hasan","2024","Heliyon","","article","186","Recommended via topic search: blockchain scalability parallel transaction execution","https://doi.org/10.1016/j.heliyon.2024.e26503","http://www.cell.com/article/S2405844024025349/pdf","no",""
"recent_related","10.1109/ojcoms.2024.3349465","verified_openalex","AI and 6G Into the Metaverse: Fundamentals, Challenges and Future Research Trends","Muhammad Zawish; Fayaz Ali Dharejo; Sunder Ali Khowaja; Saleem Raza; Steven Davy; Kapal Dev; Paolo Bellavista","2024","IEEE Open Journal of the Communications Society","","article","179","Recommended via topic search: blockchain scalability parallel transaction execution","https://doi.org/10.1109/ojcoms.2024.3349465","https://ieeexplore.ieee.org/ielx7/8782661/10362961/10415393.pdf","yes","papers/AI_and_6G_Into_the_Metaverse_Fundamentals_Challenges_and_Future_Research_Trends.pdf"
"recent_related","10.1016/j.teler.2024.100116","verified_openalex","Modern computing: Vision and challenges","Sukhpal Singh Gill; Huaming Wu; Panos Patros; Carlo Ottaviani; Priyansh Arora; Víctor Casamayor Pujol; David Haunschild; Ajith Kumar Parlikad; Oktay Cetinkaya; Hanan Lutfiyya; Vlado Stankovski; Ruidong Li; Yuemin Ding; Junaid Qadir; Ajith Abraham; Soumya K. Ghosh; Houbing Song; Rizos Sakellariou; Omer Rana; Joel J. P. C. Rodrigues; Salil S. Kanhere; Schahram Dustdar; Steve Uhlig; Kotagiri Ramamohanarao; Rajkumar Buyya","2024","Telematics and Informatics Reports","","article","172","Recommended via topic search: blockchain scalability parallel transaction execution","https://doi.org/10.1016/j.teler.2024.100116","https://ars.els-cdn.com/content/image/1-s2.0-S2772503024000021-ga1_lrg.jpg","no",""
"recent_related","10.1007/s10115-025-02429-y","verified_openalex","Artificial intelligence and machine learning in cybersecurity: a deep dive into state-of-the-art techniques and future paradigms","Nachaat Mohamed","2025","Knowledge and Information Systems","","article","169","Recommended via topic search: blockchain scalability parallel transaction execution","https://doi.org/10.1007/s10115-025-02429-y","https://link.springer.com/content/pdf/10.1007/s10115-025-02429-y.pdf","yes","papers/Artificial_intelligence_and_machine_learning_in_cybersecurity_a_deep_dive_into_state_of_the_art_techniques_and.pdf"
"recent_related","10.1016/j.compind.2024.104132","verified_openalex","Artificial intelligence in supply chain management: A systematic literature review of empirical studies and research directions","Giovanna Culot; Matteo Podrecca; Guido Nassimbeni","2024","Computers in Industry","","review","158","Recommended via topic search: blockchain scalability parallel transaction execution","https://doi.org/10.1016/j.compind.2024.104132","","no",""
"recent_related","10.1007/s12559-024-10255-7","verified_openalex","A Novel Blockchain-Based Deepfake Detection Method Using Federated and Deep Learning Models","Arash Heidari; Nima Jafari Navimipour; Hasan Dağ; Samira Talebi; Mehmet Ünal","2024","Cognitive Computation","","article","151","Recommended via topic search: blockchain scalability parallel transaction execution","https://doi.org/10.1007/s12559-024-10255-7","https://link.springer.com/content/pdf/10.1007/s12559-024-10255-7.pdf","yes","papers/A_Novel_Blockchain_Based_Deepfake_Detection_Method_Using_Federated_and_Deep_Learning_Models.pdf"
"recent_related","10.1016/j.heliyon.2024.e26297","verified_openalex","Ethical and regulatory challenges of AI technologies in healthcare: A narrative review","Ciro Mennella; Umberto Maniscalco; Giuseppe De Pietro; Massimo Esposito","2024","Heliyon","","review","907","Recommended via topic search: blockchain healthcare electronic health records privacy","https://doi.org/10.1016/j.heliyon.2024.e26297","http://www.cell.com/article/S2405844024023284/pdf","no",""
"recent_related","10.1038/s41746-024-01073-0","verified_openalex","Digital twins for health: a scoping review","Evangelia Katsoulakis; Qi Wang; Huanmei Wu; Leili Shahriyari; R. Fletcher; Jinwei Liu; Luke E. K. Achenie; Hongfang Liu; Pamela Jackson; Ying Xiao; Tanveer Syeda-Mahmood; Richard Tuli; Jun Deng","2024","npj Digital Medicine","","article","667","Recommended via topic search: blockchain healthcare electronic health records privacy","https://doi.org/10.1038/s41746-024-01073-0","https://www.nature.com/articles/s41746-024-01073-0.pdf","yes","papers/Digital_twins_for_health_a_scoping_review.pdf"
"recent_related","10.1186/s41239-023-00436-z","verified_openalex","A meta systematic review of artificial intelligence in higher education: a call for increased ethics, collaboration, and rigour","Melissa Bond; Hassan Khosravi; Maarten de Laat; Nina Bergdahl; Violeta Negrea; Emily Oxley; Phuong Pham; Sin Wang Chong; George Siemens","2024","International Journal of Educational Technology in Higher Education","","review","633","Recommended via topic search: blockchain healthcare electronic health records privacy","https://doi.org/10.1186/s41239-023-00436-z","https://educationaltechnologyjournal.springeropen.com/counter/pdf/10.1186/s41239-023-00436-z","yes","papers/A_meta_systematic_review_of_artificial_intelligence_in_higher_education_a_call_for_increased_ethics_collaborat.pdf"
"recent_related","10.1109/access.2024.3389497","verified_openalex","GPT (Generative Pre-Trained Transformer)— A Comprehensive Review on Enabling Technologies, Potential Applications, Emerging Challenges, and Future Directions","Gokul Yenduri; M. Ramalingam; G. Chemmalar Selvi; Y. Supriya; Gautam Srivastava; Praveen Kumar Reddy Maddikunta; G. Deepti Raj; Rutvij H. Jhaveri; B. Prabadevi; Weizheng Wang; Athanasios V. Vasilakos; Thippa Reddy Gadekallu","2024","IEEE Access","","article","567","Recommended via topic search: blockchain healthcare electronic health records privacy","https://doi.org/10.1109/access.2024.3389497","https://ieeexplore.ieee.org/ielx7/6287639/6514899/10500411.pdf","yes","papers/GPT_Generative_Pre_Trained_Transformer_A_Comprehensive_Review_on_Enabling_Technologies_Potential_Applications_.pdf"
"recent_related","10.3390/app14020675","verified_openalex","Balancing Privacy and Progress: A Review of Privacy Challenges, Systemic Oversight, and Patient Perceptions in AI-Driven Healthcare","S. Williamson; Victor R. Prybutok","2024","Applied Sciences","","article","518","Recommended via topic search: blockchain healthcare electronic health records privacy","https://doi.org/10.3390/app14020675","https://www.mdpi.com/2076-3417/14/2/675/pdf?version=1705396255","yes","papers/Balancing_Privacy_and_Progress_A_Review_of_Privacy_Challenges_Systemic_Oversight_and_Patient_Perceptions_in_AI.pdf"
"recent_related","10.38124/ijisrt/ijisrt24jul180","verified_openalex","Collaborative Networks: Integrating Blockchain for Enhanced Trust and Transparency","Ajit Kumar; Om Prakash Roy","2024","International Journal of Innovative Science and Research Technology (IJISRT)","","article","449","Recommended via topic search: blockchain healthcare electronic health records privacy","https://doi.org/10.38124/ijisrt/ijisrt24jul180","https://www.ijisrt.com/assets/upload/files/IJISRT24JUL180.pdf","yes","papers/Collaborative_Networks_Integrating_Blockchain_for_Enhanced_Trust_and_Transparency.pdf"
"recent_related","10.1016/j.patcog.2024.110424","verified_openalex","Federated learning for medical image analysis: A survey","Hao Guan; Pew‐Thian Yap; Andrea Bozoki; Mingxia Liu","2024","Pattern Recognition","","article","442","Recommended via topic search: blockchain healthcare electronic health records privacy","https://doi.org/10.1016/j.patcog.2024.110424","https://pmc.ncbi.nlm.nih.gov/articles/PMC10976951/pdf/nihms-1977935.pdf","no",""
"recent_related","10.3390/pharmaceutics16101328","verified_openalex","Artificial Intelligence (AI) Applications in Drug Discovery and Drug Delivery: Revolutionizing Personalized Medicine","Dolores R. Serrano; Francis C. Luciano; Brayan J. Anaya; Baris Öngoren; Aytug Kara; Gracia Molina; Bianca I. Ramirez; Sergio A. Sánchez-Guirales; JJ Martínez Simón; Greta Tomietto; Chrysi Rapti; Helga K. Ruiz; Satyavati Rawat; Dinesh Kumar; Aikaterini Lalatsa","2024","Pharmaceutics","","article","423","Recommended via topic search: blockchain healthcare electronic health records privacy","https://doi.org/10.3390/pharmaceutics16101328","https://www.mdpi.com/1999-4923/16/10/1328/pdf?version=1728891790","yes","papers/Artificial_Intelligence_AI_Applications_in_Drug_Discovery_and_Drug_Delivery_Revolutionizing_Personalized_Medic.pdf"
"recent_related","10.1016/j.heliyon.2024.e40370","verified_openalex","Review on the impact of heavy metals from industrial wastewater effluent and removal technologies","Temitayo E Oladimeji; Melody Oluwaseyi Oyedemi; M.E. Emetere; Oluranti Agboola; John Busayo Adeoye; Olayemi Abosede Odunlami","2024","Heliyon","","article","397","Recommended via topic search: blockchain smart agriculture IoT traceability","https://doi.org/10.1016/j.heliyon.2024.e40370","","no",""
"recent_related","10.3390/s24082647","verified_openalex","Smart Sensors and Smart Data for Precision Agriculture: A Review","Abdellatif Soussi; Enrico Zero; Roberto Sacile; Daniele Trinchero; Marco Fossa","2024","Sensors","","article","354","Recommended via topic search: blockchain smart agriculture IoT traceability","https://doi.org/10.3390/s24082647","https://www.mdpi.com/1424-8220/24/8/2647/pdf?version=1713686700","yes","papers/Smart_Sensors_and_Smart_Data_for_Precision_Agriculture_A_Review.pdf"
"recent_related","10.1039/d4na00214h","verified_openalex","Advancements in nanomaterials for nanosensors: a comprehensive review","Moustafa A. Darwish; Walaa Abd‐Elaziem; Ammar H. Elsheikh; Abdelhameed A. Zayed","2024","Nanoscale Advances","","article","302","Recommended via topic search: blockchain smart agriculture IoT traceability","https://doi.org/10.1039/d4na00214h","https://pubs.rsc.org/en/content/articlepdf/2024/na/d4na00214h","no",""
"recent_related","10.1109/comst.2024.3430368","verified_openalex","A Survey on Intelligent Internet of Things: Applications, Security, Privacy, and Future Directions","Ons Aouedi; Thai-Hoc Vu; Alessio Sacco; Dinh C. Nguyen; Kandaraj Piamrat; Guido Marchetto; Quoc‐Viet Pham","2024","IEEE Communications Surveys & Tutorials","","article","243","Recommended via topic search: blockchain smart agriculture IoT traceability","https://doi.org/10.1109/comst.2024.3430368","https://hal.science/hal-04811049/document","yes","papers/A_Survey_on_Intelligent_Internet_of_Things_Applications_Security_Privacy_and_Future_Directions.pdf"
"recent_related","10.1016/j.heliyon.2024.e27920","verified_openalex","Advances in machine learning and IoT for water quality monitoring: A comprehensive review","Ismail Essamlali; Hasna Nhaila; Mohamed El Khaïli","2024","Heliyon","","article","238","Recommended via topic search: blockchain smart agriculture IoT traceability","https://doi.org/10.1016/j.heliyon.2024.e27920","http://www.cell.com/article/S2405844024039513/pdf","no",""
"recent_related","10.3390/foods13040506","verified_openalex","The Future of Food","Charis M. Galanakis","2024","Foods","","article","232","Recommended via topic search: blockchain smart agriculture IoT traceability","https://doi.org/10.3390/foods13040506","https://www.mdpi.com/2304-8158/13/4/506/pdf?version=1707192603","yes","papers/The_Future_of_Food.pdf"
"recent_related","10.1007/s10462-024-10944-7","verified_openalex","A systematic review of deep learning techniques for plant diseases","İshak Paçal; İsmail Kunduracıoğlu; Mehmet Hakkı Alma; Muhammet Deveci; Seifedine Kadry; Jan Nedoma; Vlastimil Slaný; Radek Martínek","2024","Artificial Intelligence Review","","review","215","Recommended via topic search: blockchain smart agriculture IoT traceability","https://doi.org/10.1007/s10462-024-10944-7","https://link.springer.com/content/pdf/10.1007/s10462-024-10944-7.pdf","yes","papers/A_systematic_review_of_deep_learning_techniques_for_plant_diseases.pdf"
"recent_related","10.3390/su16219145","verified_openalex","Artificial Intelligence in Logistics Optimization with Sustainable Criteria: A Review","Wenwen Chen; Yangchongyi Men; Noelia Fuster; Celia Osorio; Ángel A. Juan","2024","Sustainability","","article","210","Recommended via topic search: blockchain smart agriculture IoT traceability","https://doi.org/10.3390/su16219145","https://www.mdpi.com/2071-1050/16/21/9145/pdf?version=1729584422","yes","papers/Artificial_Intelligence_in_Logistics_Optimization_with_Sustainable_Criteria_A_Review.pdf"
"recent_related","10.1109/access.2024.3361039","verified_openalex","A Comprehensive Review on Cyber-Attacks in Power Systems: Impact Analysis, Detection, and Cyber Security","Naveen Tatipatri; S. L. Arun","2024","IEEE Access","","article","146","Recommended via topic search: Chinese remainder theorem blockchain cryptography","https://doi.org/10.1109/access.2024.3361039","https://ieeexplore.ieee.org/ielx7/6287639/6514899/10418207.pdf","yes","papers/A_Comprehensive_Review_on_Cyber_Attacks_in_Power_Systems_Impact_Analysis_Detection_and_Cyber_Security.pdf"
"recent_related","10.1016/j.jpdc.2024.104918","verified_openalex","Balancing privacy and performance in federated learning: A systematic literature review on methods and metrics","Samaneh Mohammadi; Ali Balador; Sima Sinaei; Francesco Flammini","2024","Journal of Parallel and Distributed Computing","","review","78","Recommended via topic search: Chinese remainder theorem blockchain cryptography","https://doi.org/10.1016/j.jpdc.2024.104918","","no",""
"recent_related","10.1109/access.2024.3382150","verified_openalex","Beyond Bits: A Review of Quantum Embedding Techniques for Efficient Information Processing","Mansoor Ali Khan; Muhammad Naveed Aman; Biplab Sikdar","2024","IEEE Access","","article","53","Recommended via topic search: Chinese remainder theorem blockchain cryptography","https://doi.org/10.1109/access.2024.3382150","https://ieeexplore.ieee.org/ielx7/6287639/6514899/10479501.pdf","yes","papers/Beyond_Bits_A_Review_of_Quantum_Embedding_Techniques_for_Efficient_Information_Processing.pdf"
"recent_related","10.1007/s10586-024-04357-y","verified_openalex","IoT-based eHealth using blockchain technology: a survey","Aya H. Allam; Ibrahim Gomaa; Hala H. Zayed; Mohamed Taha","2024","Cluster Computing","","article","43","Recommended via topic search: Chinese remainder theorem blockchain cryptography","https://doi.org/10.1007/s10586-024-04357-y","https://link.springer.com/content/pdf/10.1007/s10586-024-04357-y.pdf","yes","papers/IoT_based_eHealth_using_blockchain_technology_a_survey.pdf"
"recent_related","10.1016/j.vehcom.2024.100804","verified_openalex","State-of-the-art authentication and verification schemes in VANETs: A survey","Sheraz Mazhar; Abdur Rakib; Lei Pan; Frank Jiang; Adnan Anwar; Robin Doss; Jeremy Bryans","2024","Vehicular Communications","","article","42","Recommended via topic search: Chinese remainder theorem blockchain cryptography","https://doi.org/10.1016/j.vehcom.2024.100804","","no",""
"recent_related","10.3389/frai.2024.1397480","verified_openalex","Exploring security threats and solutions Techniques for Internet of Things (IoT): from vulnerabilities to vigilance","Swastik Kumar Sahu; Kaushik Mazumdar","2024","Frontiers in Artificial Intelligence","","article","42","Recommended via topic search: Chinese remainder theorem blockchain cryptography","https://doi.org/10.3389/frai.2024.1397480","https://www.frontiersin.org/articles/10.3389/frai.2024.1397480/pdf?isPublishedV2=False","yes","papers/Exploring_security_threats_and_solutions_Techniques_for_Internet_of_Things_IoT_from_vulnerabilities_to_vigilan.pdf"
"recent_related","10.1007/s12525-024-00714-2","verified_openalex","Centralized exchanges vs. decentralized exchanges in cryptocurrency markets: A systematic literature review","Sascha Hägele","2024","Electronic Markets","","review","41","Recommended via topic search: Chinese remainder theorem blockchain cryptography","https://doi.org/10.1007/s12525-024-00714-2","https://link.springer.com/content/pdf/10.1007/s12525-024-00714-2.pdf","yes","papers/Centralized_exchanges_vs_decentralized_exchanges_in_cryptocurrency_markets_A_systematic_literature_review.pdf"
