key,entry_type,doi,title,authors,year,venue,status,oa_status,oa_pdf_url,downloaded,file,lookup,notes
"amada2025waterDemand","article","10.1073/pnas.1222474110","Constraints and potentials of future irrigation water availability on agricultural production under climate change","Elliott, Joshua and Deryng, Delphine and M\""uller, Christoph and Frieler, Katja and Konzmann, Markus and Gerten, Dieter and Glotter, Michael and Fl\""orke, Martina and Wada, Yoshihide and Best, Neil and Eisner, Stephanie and Fekete, Bal\'azs M. and Folberth, Christian and Foster, Ian and Gosling, Simon N. and Haddeland, Ingjerd and Khabarov, Nikolay and Ludwig, Fulco and Masaki, Yoshimitsu and Olin, Stefan and Rosenzweig, Cynthia and Ruane, Alex C. and Satoh, Yusuke and Schmid, Erwin and Stacke, Tobias and Tang, Qiuhong and Wisser, Dominik","2014","Proceedings of the National Academy of Sciences","matched","bronze","https://www.pnas.org/content/pnas/111/9/3239.full.pdf","no","""","openalex_doi","OA location did not return a PDF"
"zhu2017blockchainAgri","article","10.1109/icsssm.2017.7996119","A Supply Chain Traceability System for Food Safety Based on HACCP, Blockchain \& Internet of Things","Tian, Feng","2017","2017 International Conference on Service Systems and Service Management","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"jiang2024secureIPFS","article","10.1016/j.compeleceng.2019.03.014","Decentralized document version control using ethereum blockchain and IPFS","Nizamuddin, Nishara and Salah, Khaled and Azad, M. A. and Arshad, Junaid and Rehman, M. H.","2019","Computers \& Electrical Engineering","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"djeddi2025parallelCRT","article","10.1007/s11276-016-1357-1","RESIDENT: A Reliable Residue Number System-Based Data Transmission Mechanism for Wireless Sensor Networks","Ye, Rong and Boukerche, Azzedine and Wang, Hangguan and Zhou, Xianwei and Yan, Bo","2018","Wireless Networks","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"akande2018iotChallenges","article","10.1016/j.psep.2018.05.009","Sustainable Industry 4.0 framework: A systematic literature review identifying the current trends and future perspectives","Kamble, Sachin S. and Gunasekaran, Angappa and Gawankar, Shradha A.","2018","Process Safety and Environmental Protection","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"rahimi2023fabricSensors","article","10.1109/srds.2017.36","Performance Modeling of PBFT Consensus Process for Permissioned Blockchain Network (Hyperledger Fabric)","Sukhwani, Harish and Martinez, Jose M. and Chang, Xuemei and Trivedi, Kishor S. and Rindos, Andy","2017","2017 IEEE 36th Symposium on Reliable Distributed Systems (SRDS)","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"knight2025iotResilience","article","10.3390/s16071141","Developing Ubiquitous Sensor Network Platform Using Internet of Things: Application in Precision Agriculture","Ferrandez-Pastor, Francisco-Javier and Garcia-Chamizo, Juan-Manuel and Nieto-Hidalgo, Mario and Mora-Pascual, Joselito and Mora-Martinez, Jose","2016","Sensors","downloaded","gold","https://www.mdpi.com/1424-8220/16/7/1141/pdf?version=1469415747","yes","papers/Developing_Ubiquitous_Sensor_Network_Platform_Using_Internet_of_Things_Application_in_Precision_Agricultu.pdf","openalex_doi",""""
"brooks2019precisionWater","article","10.1016/s0378-3774(02)00075-6","Irrigation management under water scarcity","Pereira, Luis Santos and Oweis, Theib and Zairi, Akissa","2002","Agricultural Water Management","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"mohamed2024cropQuality","article","10.1155/2016/9784071","Sensor-Based Model Driven Control Strategy for Precision Irrigation","Lozoya, Cecilio and Mendoza, Carlos and Aguilar, Antonio and Flores, Arturo and Salido, Marco","2016","Journal of Sensors","matched","hybrid","http://downloads.hindawi.com/journals/js/2016/9784071.pdf","no","""","openalex_doi","OA PDF download failed"
"green2022irrigationDemand","article","10.1016/j.agwat.2011.08.022","Improved indicators of water use performance and productivity for sustainable water conservation and saving","Pereira, Luis Santos and Cordery, Ian and Iacovides, Iacovos","2012","Agricultural Water Management","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"ahmad2025agriBlockchain","article","10.1016/j.atech.2025.101242","Efficient productivity prediction model based on edge data compression in smart farms","Jin, Peng and Du, Wenshuang and Jin, Wenquan","2025","Smart Agricultural Technology","matched","gold","""","no","""","openalex_doi","Open-access landing page found, but no direct PDF URL"
"ding1996chinese","article","10.1201/b17673-23","The Chinese remainder theorem","Ding, Cunsheng and Pei, Dingyi and Salomaa, Arto","1996","Applications of the Chinese Remainder Theorem","matched_no_oa_pdf","closed","""","no","""","openalex_title",""""
"knuth1997art","book","10.2307/2317055","The art of computer programming, volume 2: Seminumerical algorithms","Knuth, Donald E","1997","Addison-Wesley Professional","matched_no_oa_pdf","closed","""","no","""","openalex_title",""""
"hardy2008introduction","book","10.1016/0016-0032(60)90676-1","An introduction to the theory of numbers","Hardy, Godfrey Harold and Wright, Edward Maitland and Heath-Brown, Roger and Silverman, Joseph","2008","Oxford University Press","matched_no_oa_pdf","closed","""","no","""","openalex_title",""""
"menezes1996handbook","book","10.5860/choice.34-4512","Handbook of applied cryptography","Menezes, Alfred J and Van Oorschot, Paul C and Vanstone, Scott A","1996","CRC press","matched","green","""","no","""","openalex_title","Open-access landing page found, but no direct PDF URL"
"shoup2009computational","book","""","A computational introduction to number theory and algebra","Shoup, Victor","2009","Cambridge University Press","unresolved","unknown","""","no","""","""",""""
"ziv1977universal","article","""","A universal algorithm for sequential data compression","Ziv, Jacob and Lempel, Abraham","1977","IEEE Transactions on Information Theory","unresolved","unknown","""","no","""","""",""""
"huffman1952method","article","""","A method for the construction of minimum-redundancy codes","Huffman, David A","1952","Proceedings of the IRE","unresolved","unknown","""","no","""","""",""""
"salomon2007data","book","""","Data compression: the complete reference","Salomon, David","2007","Springer Science \& Business Media","unresolved","unknown","""","no","""","""",""""
"gubbi2013internet","article","""","Internet of Things (IoT): A vision, architectural elements, and future directions","Gubbi, Jayavardhana and Buyya, Rajkumar and Marusic, Slaven and Palaniswami, Marimuthu","2013","Future generation computer systems","unresolved","unknown","""","no","""","""",""""
"christidis2016blockchain","article","""","Blockchains and smart contracts for the internet of things","Christidis, Konstantinos and Devetsikiotis, Michael","2016","IEEE Access","unresolved","unknown","""","no","""","""",""""
"semtech2015lorawan","manual","""","LoRa Modem Designer's Guide","Semtech Corporation","2015","""","unresolved","unknown","""","no","""","""",""""
"sheng2006comparison","inproceedings","""","A comparison of data compression algorithms for wireless sensor networks","Sheng, Bin and Li, Qun and Mao, Wenbo","2006","2006 IEEE International Conference on Communications","unresolved","unknown","""","no","""","""",""""
"barr1994energy","article","""","Energy consumption and bandwidth in wireless sensor networks","Barr, K. C. and Asanovic, K.","2004","IEEE Micro","unresolved","unknown","""","no","""","""",""""
"polastre2005versatile","article","""","Versatile low power media access for wireless sensor networks","Polastre, Joseph and Hill, Jason and Culler, David","2004","Proceedings of the 2nd international conference on Embedded networked sensor systems","unresolved","unknown","""","no","""","""",""""
"yavari2020blockchain","article","10.1155/2020/8875217","An Improved Blockchain-Based Authentication Protocol for IoT Network Management","Yavari, Mostafa and Safkhani, Masoumeh and Kumari, Saru and Kumar, Sachin and Chen, Chien-Ming","2020","Security and Communication Networks","matched","hybrid","https://downloads.hindawi.com/journals/bmri/2020/8875217.pdf","no","""","openalex_doi","OA location did not return a PDF"
"kalaimathi2025injection","inproceedings","10.1109/icdcece65353.2025.11035330","Identifying False Injection Packet Transmission using SVM and Secure OLSR in Wireless Sensor Networks","Kalaimathi, R. and Yogeshwaran, A. and Rajeswari, P.","2025","4th International Conference on Distributed Computing and Electrical Circuits and Electronics (ICDCECE)","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"kumari2025rom","inproceedings","10.1109/iot.2025.11089136","Building Trust in IoT Networks: A ROM-Based Key Storage and Cloud Signature Verification Approach","Kumari, Saru and Singh, Rajeev and Kumar, Amit","2025","2025 IEEE International Conference on Internet of Things (iThings)","unresolved","unknown","""","no","""","""",""""
"csdn_esp32s3_cache","misc","""","ESP32S3 Cache block diagram and operations","Cris Jay","2025","""","unresolved","unknown","""","no","""","""",""""
"esp_hal_cache","misc","""","Cache Management and Memory Barriers: esp-hal Documentation","esp-rs Project","2025","""","unresolved","unknown","""","no","""","""",""""
"brewer2000towards","inproceedings","""","Towards robust distributed systems","Brewer, Eric A.","2000","Proceedings of the 19th Annual ACM Symposium on Principles of Distributed Computing (PODC)","unresolved","unknown","""","no","""","""",""""
"gilbert2002brewer","article","10.1145/564585.564601","Brewer's conjecture and the feasibility of consistent, available, partition-tolerant web services","Gilbert, Seth and Lynch, Nancy","2002","ACM SIGACT News","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"pritchett2008base","article","10.1145/1394127.1394128","BASE: An ACID alternative","Pritchett, Dan","2008","Queue","matched","bronze","https://dl.acm.org/doi/pdf/10.1145/1394127.1394128","no","""","openalex_doi","OA location did not return a PDF"
"ongaro2014raft","article","""","In search of an understandable consensus algorithm","Ongaro, Diego and Ousterhout, John","2014","USENIX Annual Technical Conference","unresolved","unknown","""","no","""","""",""""
"castro1999practical","inproceedings","""","Practical Byzantine fault tolerance","Castro, Miguel and Liskov, Barbara","1999","Proceedings of the Third Symposium on Operating Systems Design and Implementation (OSDI)","unresolved","unknown","""","no","""","""",""""
"yin2019hotstuff","inproceedings","10.1145/3293611.3331591","HotStuff: BFT consensus with linearity and responsiveness","Yin, Maofan and Malkhi, Dahlia and Reiter, Michael K. and Gueta, Guy Golan and Abraham, Ittai","2019","Proceedings of the 2019 ACM Symposium on Principles of Distributed Computing (PODC)","matched","gold","https://dl.acm.org/doi/pdf/10.1145/3293611.3331591","no","""","openalex_doi","OA location did not return a PDF"
"bessani2014state","article","10.1109/dsn.2014.43","State machine replication for the masses with BFT-SMART","Bessani, Alysson and Sousa, Jo\~ao and Alchieri, Eduardo E.","2014","IEEE/IFIP International Conference on Dependable Systems and Networks (DSN)","matched","green","""","no","""","openalex_doi","Open-access landing page found, but no direct PDF URL"
"gonzalez2000energy","article","10.1109/40.877952","Energy and delay: A metric for early design space exploration","Gonzalez, R. and Horowitz, M.","2000","IEEE Micro","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"lzw_dictionary_size","misc","""","What if Dictionary size in LZW algorithm is full?","Stack Overflow Community","2016","""","unresolved","unknown","""","no","""","""",""""
"lu2022revocation","inproceedings","10.1109/blockchain55522.2022.00055","Reducing Revocation Latency in IoV using Edge Computing and Permissioned Blockchain","Lu, Zhihua and Wang, Wei and Zhang, Xiaoyu and Chen, Lin","2022","2022 IEEE International Conference on Blockchain (Blockchain)","unresolved","unknown","""","no","""","""",""""
"hyperledger2022msp","misc","""","MSP Identity Validity Rules","Hyperledger Fabric Documentation","2022","""","unresolved","unknown","""","no","""","""",""""
"beloa2025bitcoincrt","unpublished","""","Enhancing Bitcoin Scalability through Parallel Programming and Chinese Remainder Theorem Optimization with Applications in Agriculture and Healthcare","Beloa, Forcha Glen","2025","""","unresolved","unknown","""","no","""","""",""""
"beloasone2025hrbac","unpublished","""","A Decentralized Hierarchical Role-Based Access Control Framework for Agricultural Edge Internet of Things: Design, Implementation, and 61-Day Field Evaluation","Beloa, Forcha Glen and Sone, Michael Ekonde and Tagne, Elie Fute and Mvogo Asse, Andr\'e Paul","2025","""","unresolved","unknown","""","no","""","""",""""
